UKPRN	UK learning provider name	Website	Status	CO2 emissions (g)	Website carbon link	Date last checked
10001653	The Conservatoire for Dance and Drama	http://www.cdd.ac.uk/	FAIL			
10003945	The Liverpool Institute for Performing Arts	http://www.lipa.ac.uk/	FAIL			
10004180	The Manchester Metropolitan University	http://www.mmu.ac.uk/	FAIL			
10005343	The Queen's University of Belfast	http://www.qub.ac.uk/	FAIL			
10005500	The Robert Gordon University	http://www.rgu.ac.uk/	FAIL			
10007779	The Royal Veterinary College	http://www.rvc.ac.uk/	FAIL			
10006841	The University of Bolton	http://www.bolton.ac.uk/	FAIL			
10007787	The University of Buckingham	http://www.buckingham.ac.uk/	FAIL			
10007137	The University of Chichester	http://www.chi.ac.uk/	FAIL			
10007842	The University of Cumbria	http://www.cumbria.ac.uk/	FAIL			
10007798	The University of Manchester	http://www.manchester.ac.uk/	FAIL			
10007138	The University of Northampton	http://www.northampton.ac.uk/	FAIL			
10006566	The University of West London	http://www.uwl.ac.uk/	FAIL			
10007165	The University of Westminster	http://www.westminster.ac.uk/	FAIL			
10008017	Trinity Laban Conservatoire of Music and Dance Ltd	http://www.trinitylaban.ac.uk/	FAIL			
10014001	University Campus Suffolk Ltd	http://www.ucs.ac.uk/	FAIL			
10000712	University College Birmingham	http://www.ucb.ac.uk/	FAIL			
10008640	University College Falmouth	http://www.falmouth.ac.uk/	FAIL			
10007784	University College London	http://www.ucl.ac.uk/	FAIL			
10006427	University for the Creative Arts	http://www.ucreative.ac.uk/	FAIL			
10007783	University of Aberdeen	http://www.abdn.ac.uk/	FAIL			
10007849	University of Abertay Dundee	http://www.abertay.ac.uk/	FAIL			
10007850	University of Bath (The)	http://www.bath.ac.uk/	FAIL			
10007152	University of Bedfordshire	http://www.beds.ac.uk/	FAIL			
10006840	University of Birmingham	http://www.birmingham.ac.uk/	FAIL			
10007785	University of Bradford	http://www.bradford.ac.uk/	FAIL			
10000886	University of Brighton	http://www.brighton.ac.uk/	FAIL			
10007786	University of Bristol	http://www.bristol.ac.uk/	FAIL			
10007788	University of Cambridge	http://www.cam.ac.uk/	FAIL			
10007141	University of Central Lancashire	http://www.uclan.ac.uk/	FAIL			
10007848	University of Chester	http://www.chester.ac.uk/	FAIL			
10007851	University of Derby	http://www.derby.ac.uk/	FAIL			
10007852	University of Dundee	http://www.dundee.ac.uk/	FAIL			
10007143	University of Durham	http://www.dur.ac.uk/	FAIL			
10007789	University of East Anglia	http://www.uea.ac.uk/	FAIL			
10007144	University of East London	http://www.uel.ac.uk/	FAIL			
10007790	University of Edinburgh	http://www.ed.ac.uk/	FAIL			
10007791	University of Essex	http://www.essex.ac.uk/	FAIL			
10007792	University of Exeter	http://www.exeter.ac.uk/	FAIL			
10007793	University of Glamorgan / Prifysgol Morgannwg	http://www.southwales.ac.uk/	FAIL			
10007794	University of Glasgow	http://www.gla.ac.uk/	FAIL			
10007145	University of Gloucestershire	http://www.glos.ac.uk/	FAIL			
10007146	University of Greenwich	http://www.greenwich.ac.uk/	FAIL			
10007147	University of Hertfordshire	http://www.herts.ac.uk/	FAIL			
10007148	University of Huddersfield	http://www.hud.ac.uk/	FAIL			
10007149	University of Hull	http://www.hull.ac.uk/	FAIL			
10007767	University of Keele	http://www.keele.ac.uk/	FAIL			
10007150	University of Kent	http://www.kent.ac.uk/	FAIL			
10007768	University of Lancaster	http://www.lancs.ac.uk/	FAIL			
10007795	University of Leeds	http://www.leeds.ac.uk/	FAIL			
10007796	University of Leicester	http://www.le.ac.uk/	FAIL			
10007151	University of Lincoln	http://www.lincoln.ac.uk/	FAIL			
10006842	University of Liverpool	http://www.liv.ac.uk/	FAIL			
10007797	University of London	http://www.lon.ac.uk/	FAIL			
10007799	University of Newcastle Upon Tyne	http://www.ncl.ac.uk/	FAIL			
10001282	University of Northumbria at Newcastle	http://www.northumbria.ac.uk/	FAIL			
10007154	University of Nottingham	http://www.nottingham.ac.uk/	FAIL			
10007774	University of Oxford	http://www.ox.ac.uk/	FAIL			
10007801	University of Plymouth	http://www.plymouth.ac.uk/	FAIL			
10007155	University of Portsmouth	http://www.port.ac.uk/	FAIL			
10007802	University of Reading	http://www.reading.ac.uk/	FAIL			
10007156	University of Salford	http://www.salford.ac.uk/	FAIL			
10007157	University of Sheffield	http://www.shef.ac.uk/	FAIL			
10007158	University of Southampton	http://www.soton.ac.uk/	FAIL			
10007803	University of St Andrews	http://www.st-andrews.ac.uk/	FAIL			
10037449	University of St Mark & St John	http:///	FAIL			
10007804	University of Stirling	http://www.stir.ac.uk/	FAIL			
10007805	University of Strathclyde	http://www.strath.ac.uk/	FAIL			
10007159	University of Sunderland	http://www.sunderland.ac.uk/	FAIL			
10007160	University of Surrey	http://www.surrey.ac.uk/	FAIL			
10007806	University of Sussex	http://www.sussex.ac.uk/	FAIL			
10007807	University of Ulster	http://www.ulster.ac.uk/	FAIL			
10008574	University of Wales Prifysgol Cymru	http://www.wales.ac.uk/	FAIL			
10007858	University of Wales: Trinity Saint David	http://www.trinitysaintdavid.ac.uk/	FAIL			
10007163	University of Warwick	http://www.warwick.ac.uk/	FAIL			
10003614	University of Winchester	http://www.winchester.ac.uk/	FAIL			
10007166	University of Wolverhampton	http://www.wlv.ac.uk/	FAIL			
10007139	University of Worcester	http://www.worc.ac.uk/	FAIL			
10007167	University of York	http://www.york.ac.uk/	FAIL			
10007162	University of the Arts, London	http://www.arts.ac.uk/	FAIL			
10007114	University of the Highlands and Islands	http://www.uhi.ac.uk/	FAIL			
10007164	University of the West of England, Bristol	http://www.uwe.ac.uk/	FAIL			
10007800	University of the West of Scotland	http://www.uws.ac.uk/	FAIL			
10007657	Writtle College	http://www.writtle.ac.uk/	FAIL			
10007713	York St John University	http://www.yorksj.ac.uk/	FAIL			
